,id,text,label
3434,4716,"The long-abandoned capital lies in ruins, destroyed a week ago by a tide of volcanic ash and superheated gas. Nearly two-thirds of the island's population has been evacuated, and the 4,000 people who remain now worry that all of their tiny Caribbean island may soon be unfit for human habitation.",20
27599,20507,"Men and women who are suddenly widowed, like Maribel Chapman, with her son, Doreon, face not only the daunting task of journeying through life on their own, but also, in many instances, new financial problems.",11
18386,23915,"Seeking to counteract last week's court decision allowing gay couples to marry in Massachusetts, state lawmakers on Tuesday fashioned what they called a compromise: a proposed amendment to the state's Constitution that would define marriage as a heterosexual institution but allow same-sex couples to join in civil unions.",1
2808,3955,"Leaving a capital that is bracing for the arrival of rebel forces trying to topple him, President Mobutu Sese Seko flew to neighboring Gabon today on an official visit that many Zairians saw as his final departure from the country that he has ruled for nearly 32 years.",17
22716,28677,"LOS ANGELES, Jan. 19 - Steven P. Jobs could be considered the Walt Disney of his era, breathing new life into animated movies with hits like ""The Incredibles"" and ""Toy Story,"" and reinventing Apple Computer as a media darling with its popular iPod.",13
17182,22337,"One astronomer compared it to the fate of the faithful dog in the movie ''Old Yeller.'' On Thursday, astronomers will crowd into a hotel ballroom in Washington to discuss when and how NASA should put down one of its and astronomy's most spectacular successes, the Hubble Space Telescope.",15
20941,26806,"ROME, April 3 - On Sunday, as Italy remembered Pope John Paul II formally and officially for his role as the leader of the Catholic Church, this city's teeming Catholic immigrant community bid an intensely personal goodbye to a charismatic man who many said had transformed their lives.",20
18930,24561,"The American military has begun its first major assault against Shiite insurgents, striking at their enclaves here and in Diwaniya in an effort to regain control in southern Iraq.",14
13082,16993,"For the Bush administration, a week of bombing and missile attacks on Afghanistan have proceeded with dispatch and, at least so far, success. But the war at home has been much harder.",14
27157,16171,"While it is illegal to offer wagers over the Internet in most states, a growing number of American companies are profiting from a boom in online gambling and from business relationships with virtual casinos based overseas whose games can be played here.",13
17670,22964,"Like many Italians in decades and childhoods past, Giampaolo Servadio used to go to Roman Catholic Mass every week. He even served as an altar boy.",20
30822,25142,,10
27473,19849,"Liberal Democrats, led by Senator Edward M. Kennedy of Massachusetts, voiced reservations today about giving President Bush a free hand to attack Iraq before a new, tougher set of United Nations inspections is put into effect.",14
10901,14309,"Approaching the endgame of the presidential campaign like military tacticians, the Democratic and Republican camps have quietly been mulling strategies that could continue the battle even after all the votes are counted in Florida.",18
16549,21393,"American Special Operations forces today rescued Pfc. Jessica Lynch of the Army from Nasiriya, Iraq, where she had been held captive since March 23.",14
4662,6189,"They stepped up, woman after woman, to praise the President. A black business executive. A white woman looking toward retirement. A 21-year-old college student, not much younger than Monica S. Lewinsky.",18
8976,11522,"An airline maintenance company was convicted in a Miami federal court of mishandling hazardous materials in the crash of ValuJet Flight 592, which killed 110 people in 1996. The company's chief of hangar operations and a mechanic were acquitted of lying on repair records. The company was accused of failing to install safety caps on oxygen generators that started a fire in a hold.",9
16349,21122,"The top general in the Air Force endorsed a Congressional call today for an independent inquiry at the Air Force Academy, where at least 20 women say they have been raped or sexually assaulted in recent years.",14
